Row,Col,A_Diff_Linear,A_Blue_Linear,A_Green_Diff_Linear,A_Diff,A_Blue,A_Green_Diff,A_Plast_Diff,A_Plast_Green_Diff,T_Plast_Blue,T_Plast_Green,T_Plast_Red,A_Core_Blue,Meniscus_Depth_Ratio,Delta_BStar,B_Star_Norm,Chroma,Hue_Angle,Chroma_L_Ratio,SSAI,AAR,NDYI,RB_Ratio,GB_Ratio,RG_Ratio,Rel_Sat,Blue_Med,Green_Med,Red_Med,L_Med,A_Med,B_Star_Med,S_Med,V_Med,Plate,Photo,True_OD
H,10,0.32307453249721146,0.645330116478325,0.005113055235698494,0.1468520602260051,0.2933318711265113,0.0023241160162266183,0.07669210537987534,-0.0005762223639972364,0.7421716446375589,0.8866917862325757,0.8855161027826967,0.330210271193411,0.7435897435897436,-38.75002217192346,0.9965870307167235,190.90573590125572,0.8706925755941733,1.3031108252645442,0.3225797221160827,0.06260597934345898,0.13535353261912056,1.3177570093457944,1.308411214953271,1.0071428571428571,63.0,107.0,140.0,141.0,146.5,123.0,146.0,63.0,141.0,Plate 0002,plate A 0002.jpg,0.1394
H,11,0.43926628984025656,0.8511698797757176,0.011038768640548369,0.1996664953819348,0.38689539989805344,0.005017622109340147,0.09384065069199916,-0.0011268687719373574,0.7582262888382048,0.9435531252677715,0.9411080508746483,0.4116472556657902,0.8367346938775511,-52.9771532307613,1.034013605442177,194.90510511528424,0.8944528218406858,1.3258850688114574,0.437816403644197,0.06015073062313183,0.18333332951388898,1.4591836734693877,1.4387755102040816,1.0141843971631206,82.0,98.0,141.0,143.0,147.0,122.0,152.0,82.0,143.0,Plate 0002,plate A 0002.jpg,0.1699
A,1,2.177881607602407,2.514040482931153,0.24952999316109004,0.9899461852738209,1.1427456740596147,0.11342272416413174,0.7936434565616682,0.0919018245051611,0.11311546186212931,0.5691983142173173,0.7033401823307736,1.034811461750565,0.9090909090909091,29.144486308828476,1.696078431372549,218.21548982599745,0.9153801082018592,2.1393675473137006,2.0262021453600063,0.11868183749492206,0.8095237744794903,10.818181818181818,8.181818181818182,1.3222222222222222,18.750902867363983,11.0,90.0,119.0,102.0,133.0,173.0,232.0,119.0,Plate 0002,plate B 0002.jpg,5.2502
A,2,0.8145949734122452,0.8900846467263113,0.026692196052498313,0.37027044246011154,0.4045839303301415,0.012132816387499197,0.22966135924497397,-0.004208710287114691,0.5338024752456547,0.914640973686228,0.9058200773700781,0.4068778483787571,0.734375,34.312634201798375,1.130718954248366,209.97618912629116,0.9682637022738775,1.3723933929822951,0.8081237937906804,0.05266327143527315,0.4218009378720157,2.5081967213114753,2.4098360655737703,1.0408163265306123,15.551024048200315,61.0,147.0,153.0,153.0,119.0,173.0,154.0,153.0,Plate 0002,plate B 0002.jpg,0.4518
A,3,1.4802009335727349,1.5497234506660746,0.0444252868758038,0.6728186061694249,0.7044197503027612,0.02019331221627447,0.5726299602108751,0.008299514639140929,0.24167164426074667,0.886249784256021,0.9033491850692449,0.7721645735640545,0.6470588235294118,49.14923463766013,1.2266666666666666,218.58636736997119,1.0005583517408516,1.4572424491331413,1.4607328902630772,0.04177163116522946,0.6536312666583446,4.903225806451613,4.645161290322581,1.0555555555555556,24.461435808754725,31.0,144.0,152.0,150.0,118.0,184.0,204.0,152.0,Plate 0002,plate B 0002.jpg,0.7693
A,4,0.003952799711605087,0.08260112029481081,0.001843135546877983,0.0017967271416386224,0.0375459637703685,0.0008377888849445472,-0.06722615918705702,-0.007125040218748414,1.046940553911291,0.9116348180730799,0.8968005452125812,0.029984491990877563,0.8666666666666667,-3.277391953853197,0.821656050955414,181.72781845386248,0.7892891943440928,1.1575020283685509,0.003950615255782096,0.2092369437804152,0.011844331440874257,1.0273972602739727,1.0205479452054795,1.0067114093959733,1.0437260580396173,146.0,149.0,150.0,157.0,128.0,129.0,8.0,151.0,Plate 0002,plate B 0002.jpg,0.0597
A,5,0.22320577391296098,0.27569602714529434,0.008810405433587652,0.10145716996043679,0.1253163759751337,0.004004729742539851,0.05687796357568668,-0.0005047686944941628,0.8196075765602735,0.935381328823947,0.9342947920295203,0.17184755100732688,0.7795275590551181,13.973960905137147,0.90625,190.14205216100936,0.8673040654633818,1.1883878260063085,0.2226173691293844,0.09246660125894421,0.11999999781818187,1.28099173553719,1.2644628099173554,1.0130718954248366,6.969065896564451,121.0,153.0,155.0,160.0,123.0,145.0,55.0,155.0,Plate 0002,plate B 0002.jpg,0.1759
A,6,-0.007015224156213057,0.05303658342983749,0.0017974345004261316,-0.0031887382528241193,0.02410753792265338,0.0008170156820118679,-0.028167000121203184,-0.0006737667271327907,1.0137899118310547,0.9516006540741969,0.9501254804420747,0.049551850231965434,0.8404907975460123,-3.06256985594959,0.7804878048780488,181.01933598375618,0.7853981633974483,1.1037764389253426,-0.007011443373148052,0.21634031364023734,0.0016103059322011928,1.0064516129032257,1.0,1.0064516129032257,0.5550830982581202,155.0,155.0,156.0,164.0,128.0,128.0,5.0,157.0,Plate 0002,plate B 0002.jpg,0.055
A,7,0.06616327213613182,0.11807396313553771,-0.0007388624625659784,0.030074214607332554,0.05366998324342616,-0.00033584657389368333,0.020877330318622808,0.0007468545791237055,0.9464688223815275,0.9913723184856477,0.9930786444755404,0.10075690317098945,0.8076923076923077,2.632630794349552,0.8083832335329342,184.66456075814872,0.8198672643969563,1.1057758129230462,0.06616327213613182,0.12488414715071437,0.04390243831052946,1.0952380952380953,1.08843537414966,1.00625,1.9977675497281588,147.0,160.0,161.0,167.0,126.0,135.0,22.0,161.0,Plate 0002,plate B 0002.jpg,0.1201
A,8,0.210286694168704,0.27992621268766943,0.007248488672468856,0.09558486098577458,0.1272391875853043,0.003294767578394947,0.09826861448471465,0.006382528138110586,0.8139819261740753,1.0057750272777584,1.0206653615521037,0.20769251612597725,0.7593984962406015,11.029270362372642,0.874251497005988,190.90573590125572,0.8706925755941733,1.143148119169196,0.20983040816768112,0.09131971201108616,0.12347825872211725,1.2936507936507937,1.2698412698412698,1.01875,4.170984914214768,126.0,160.0,163.0,167.0,123.0,146.0,58.0,163.0,Plate 0002,plate B 0002.jpg,0.1804
A,9,0.05532572585090882,0.16715176318424635,-0.0036662612336010036,0.02514805720495855,0.07597807417465742,-0.0016664823789095881,0.035590914612500205,0.0027265253356756024,0.95106542894818,1.0258285568421082,1.032289024950102,0.14385146547094826,0.7986577181208053,-2.8389953551466363,0.8095238095238095,185.39687160251654,0.8235475842684309,1.1035528071578367,0.05532572585090882,0.13307063910815464,0.055737704004299934,1.125,1.1111111111111112,1.0125,1.5844764952775885,144.0,160.0,162.0,168.0,126.0,136.0,28.0,163.0,Plate 0002,plate B 0002.jpg,0.1251
A,10,0.05885699319938845,0.19570504896281685,-0.009925118431100916,0.026753178726994703,0.08895684043764401,-0.004511417468682326,0.040071991959475195,0.0003074443539904381,0.9781852852558174,1.0719775077816567,1.072736647326194,0.15918279829354706,0.7945205479452054,-4.980553725621348,0.8176470588235294,186.93849255838134,0.8383788393015514,1.0996381915198903,0.05885699319938845,0.13028776352793478,0.07189542366183949,1.1619718309859155,1.147887323943662,1.0122699386503067,1.5228281994478343,142.0,163.0,165.0,170.0,125.0,139.0,34.0,165.0,Plate 0002,plate B 0002.jpg,0.1421
A,11,-0.02941178034028219,0.18449348452225625,-0.010306322881204949,-0.01336899106376467,0.0838606747828437,-0.004684692218729483,-0.003629908243073316,-0.0005553312035607681,1.073189254623128,1.065618468065433,1.0642567353606929,0.12416032071079958,0.863013698630137,-16.397295719205516,0.8121212121212121,184.6212338816963,0.8122116589452836,1.1189165689799776,-0.02941178034028219,0.19999999999999998,0.04105090244579799,1.095890410958904,1.0753424657534247,1.019108280254777,0.7538311598582478,146.0,157.0,160.0,165.0,127.0,134.0,21.0,160.0,Plate 0002,plate B 0002.jpg,0.0995
B,1,2.268112598651898,2.393529373872041,0.14113367030447357,1.0309602721144993,1.0879678972145639,0.06415166832021524,0.888707259963731,0.04709575242486036,0.11593920232038106,0.8050851491223788,0.8972997938945768,1.0950554826829573,0.6666666666666666,46.133193188832706,1.330935251798561,223.8325266801052,0.9728807889785461,1.6103059473388863,2.175981329200669,0.06859795890108422,0.8306188654521542,11.692307692307692,9.923076923076923,1.178294573643411,19.438170177614804,13.0,129.0,152.0,139.0,126.0,185.0,232.0,152.0,Plate 0002,plate B 0002.jpg,3.6738
B,2,0.030157873501609544,-0.00742656665110165,0.0070899870571463075,0.013708124318913516,-0.003375712114137064,0.0032227213896120037,-0.08475380119515442,-0.009258687276583123,1.263107512164129,1.0615616092507916,1.039169799833859,-0.02303785332048649,0.8562874251497006,0.2465289414578251,0.7403314917127072,184.6212338816963,0.8122116589452836,1.0200068170259464,0.03009386396979593,0.20755157259725623,0.03714710197404009,1.0864197530864197,1.0679012345679013,1.0173410404624277,2.169625835398622,162.0,173.0,176.0,181.0,127.0,134.0,20.0,176.0,Plate 0002,plate B 0002.jpg,0.0992
B,3,0.545704808212977,0.48253301417181715,0.01174728789524812,0.24804764009680774,0.21933318825991693,0.005339676316021877,0.18186564677337916,-0.003289493408088349,0.6929913022882036,1.0614093866170453,1.0534002827739783,0.2133966924293629,0.8725490196078431,38.04906289665115,0.9385474860335196,205.2997808084558,0.9584741945673013,1.1469261497679095,0.5437883965584368,0.05146719601953384,0.28597449388024604,1.816326530612245,1.7857142857142858,1.0171428571428571,15.662155726046219,98.0,175.0,178.0,179.0,118.0,168.0,116.0,178.0,Plate 0002,plate B 0002.jpg,0.3614
B,4,-0.018931409539909953,-0.06125175305866969,-0.006741946325810641,-0.008605186154504483,-0.02784170593575892,-0.0030645210571866137,-0.049887357533024784,-0.00837213731544625,1.1535587916281071,1.0483939672041416,1.0283770496318319,-0.0501718350484297,0.9829545454545454,-0.4319402020190637,0.7016574585635359,180.31361568112376,0.7814766148726883,0.9962078214426727,-0.018931409539909953,0.19999999999999998,-0.004304160626913047,0.9885714285714285,0.9942857142857143,0.9942528735632183,0.4624669956857877,175.0,174.0,173.0,181.0,128.0,127.0,3.0,175.0,Plate 0002,plate B 0002.jpg,0.0613
B,5,0.04565433857537937,0.005639538864593399,0.00032288317866025623,0.020751972079717906,0.002563426756633403,0.0001467650812092304,-0.0008553997545798064,-0.0022851280813623396,1.0372094007000363,1.0406295944979174,1.03516849177603,-0.003886552586105492,0.9819277108433735,5.799837275006993,0.7333333333333333,182.4828759089466,0.8086497862079112,1.0137937550497034,0.045649916698316625,0.14341317680554022,0.023668638703126646,1.0484848484848486,1.0484848484848486,1.0,1.8570230406513546,165.0,173.0,173.0,180.0,126.0,132.0,12.0,173.0,Plate 0002,plate B 0002.jpg,0.1156
B,6,-0.021083703137145027,-0.055869316057100105,0.00015681438101896455,-0.009583501425975027,-0.025395143662318244,7.127926409952051e-05,-0.015569825610379128,9.773124640312034e-05,1.0886462576174765,1.0500723599280366,1.0503086890382651,-0.013606330108235429,0.9664804469273743,-0.27061817648174724,0.6923076923076923,180.3247071257846,0.7736340002476896,0.9907950940977176,-0.021082711315447488,0.2014255852819904,-0.011363636202221077,0.9775280898876404,0.9775280898876404,1.0,1.0914176698313074,178.0,174.0,174.0,182.0,129.0,126.0,8.0,178.0,Plate 0002,plate B 0002.jpg,0.0536
B,7,0.1151821944885478,0.09385179296857966,-0.0016556931258300371,0.05235554294933986,0.042659905894808926,-0.000752587784468248,0.058671531861076515,0.0013113224448483667,0.9330628461518111,1.0648075109662412,1.0680274831171161,0.1065782517824083,0.8544303797468354,10.377877912848362,0.7624309392265194,186.19613314996636,0.8347876230912644,1.0287079179556153,0.1151821944885478,0.09769866596232535,0.06382978626398501,1.1363636363636365,1.1363636363636365,1.0,3.4120115886228715,154.0,175.0,175.0,181.0,125.0,138.0,31.0,176.0,Plate 0002,plate B 0002.jpg,0.173
B,8,0.13822471630649402,0.14354121674973327,0.0004919932021841726,0.0628294165029519,0.0652460076135152,0.00022363327372007524,0.0781699521811686,0.003823270411412786,0.9040556555360448,1.0728570246382465,1.082343515468009,0.1320683375082652,0.8441558441558441,10.745324206648917,0.7833333333333333,187.76847445724215,0.849461322392921,1.043158191429123,0.13820431763105792,0.09061141669072266,0.08217054136169703,1.1824324324324325,1.1756756756756757,1.0057471264367817,3.325132457301134,148.0,174.0,175.0,180.0,124.0,141.0,39.0,175.0,Plate 0002,plate B 0002.jpg,0.1843
B,9,0.11558960018641806,0.1491883934244857,0.0012802766885017525,0.052540727357462805,0.06781290610203898,0.0005819439493189929,0.0731953037029864,0.005082248734512171,0.934271599618835,1.0929145358483738,1.1057792875869155,0.14813739116825725,0.8141025641025641,6.831722219885677,0.7833333333333333,187.76847445724215,0.849461322392921,1.043158191429123,0.11554522123045533,0.10319747306287125,0.08024691234186863,1.1812080536912752,1.167785234899329,1.0114942528735633,2.5557287856809383,149.0,174.0,176.0,180.0,124.0,141.0,39.0,176.0,Plate 0002,plate B 0002.jpg,0.1834
B,10,0.11410742198113895,0.18760288444665046,-0.004438901266814427,0.051867009991426696,0.08527403838484102,-0.0020176823940065355,0.0732285854145924,0.0025670870130865206,0.951292557537797,1.1193749851904626,1.1260111330128573,0.14096940814602377,0.8666666666666667,3.671573593325121,0.7944444444444444,189.274932307477,0.8564394583726815,1.0515274017082055,0.11410742198113895,0.09816720841066816,0.09374999853515628,1.2137931034482758,1.2,1.0114942528735633,2.238926091657406,145.0,174.0,176.0,180.0,124.0,143.0,44.0,176.0,Plate 0002,plate B 0002.jpg,0.1913
B,11,-0.011524596994279879,0.11826858306505428,-0.01645196532968872,-0.00523845317921804,0.05375844684775199,-0.007478166058949388,0.010717783209163348,-0.0038392416595593795,1.1089121301721636,1.1467114765057231,1.136619015257794,0.09646515356485316,0.8888888888888888,-10.77423571117896,0.75,184.66456075814872,0.8198672643969563,1.0259142264341596,-0.011524596994279879,0.19999999999999998,0.04675716369898698,1.1012658227848102,1.0949367088607596,1.0057803468208093,0.882329406562196,158.0,173.0,174.0,180.0,126.0,135.0,22.0,175.0,Plate 0002,plate B 0002.jpg,0.122
C,1,2.190233067984309,2.2879573265594355,0.08541940092115269,0.995560485447413,1.0399806029815615,0.03882700041870581,0.8907541281049858,0.025509428709475403,0.1221296038612062,0.8955001188455473,0.9496751554543036,1.0563817805968203,0.7058823529411765,53.50499399744652,1.243421052631579,224.95555116511352,0.9975891910201462,1.479970731349431,2.1355089006965233,0.046699355128949724,0.8203592568754714,10.666666666666666,9.6,1.1111111111111112,19.50454904415035,15.0,144.0,160.0,152.0,122.0,189.0,231.0,160.0,Plate 0002,plate B 0002.jpg,1.8589
C,2,0.010500096278767742,-0.0025473316365862133,0.0024811826654064922,0.004772771035803483,-0.0011578780166300968,0.0011278103024574939,-0.06398062404145693,-0.00812593817937005,1.2019688634393118,1.0569112769123747,1.0373196230001767,0.004119070961905728,0.8439306358381503,0.5841253715992707,0.7277777777777777,183.15294155431957,0.7969806570061045,1.017516341968442,0.010492286295104973,0.20316317929548508,0.02352941141868513,1.0542168674698795,1.0421686746987953,1.0115606936416186,1.2391795842723652,166.0,173.0,175.0,180.0,128.0,131.0,11.0,175.0,Plate 0002,plate B 0002.jpg,0.0758
C,3,0.3226483780213586,0.26012101662458403,0.0074835357579685485,0.14665835364607208,0.11823682573844727,0.003401607162712917,0.10442717025959335,-0.0025380443859712096,0.8442486927900296,1.080029483851277,1.0737361306121855,0.150207251898871,0.8409090909090909,29.352593883344326,0.8478260869565217,197.4259354796122,0.9110858981591379,1.0729670406500664,0.32192563542013664,0.06814664576533533,0.1726384336703838,1.4251968503937007,1.4094488188976377,1.011173184357542,11.296143728288888,127.0,179.0,181.0,184.0,121.0,156.0,77.0,181.0,Plate 0002,plate B 0002.jpg,0.2593
C,4,-0.015559271453606714,-0.06580677177054468,-0.0046793029532083835,-0.007072396115275707,-0.02991216898661119,-0.0021269558878219755,-0.029019643649345547,-0.005305262069075889,1.1258644166226959,1.0660356089201246,1.0530923299498602,-0.03985571793852334,0.9945054945054945,1.8373833889597364,0.6810810810810811,179.61069010501575,0.7775243103733478,0.9708685951622473,-0.015559271453606714,0.19999999999999998,-0.006993006895202701,0.9833333333333333,0.9888888888888889,0.9943820224719101,1.2394647062691346,180.0,178.0,177.0,185.0,128.0,126.0,7.0,180.0,Plate 0002,plate B 0002.jpg,0.0566
C,5,0.02513264895741291,-0.02569969675234945,0.0028487361879791576,0.011423931344278559,-0.011681680341977047,0.001294880085445125,0.005169555350926482,0.00041186742183151395,1.0459003436236047,1.0574211522348953,1.0584244435977237,-0.012201670782143754,1.0056818181818181,6.018783332869006,0.7010869565217391,181.72781845386248,0.7892891943440928,0.9876511872492526,0.025111188412067123,0.1838840308370657,0.00854700842525629,1.0172413793103448,1.0172413793103448,1.0,0.7437850624379202,174.0,177.0,177.0,184.0,128.0,129.0,4.0,177.0,Plate 0002,plate B 0002.jpg,0.0958
C,6,-0.012220824312436082,-0.05518641939858259,0.0032863924646145473,-0.005554920142016372,-0.02508473609026482,0.001493814756642977,0.000512370552437736,0.0025194590217823866,1.0648611677464042,1.0599512746440667,1.0661182076106421,-0.028697393949809837,1.043956043956044,2.9165038183471665,0.6810810810810811,180.3247071257846,0.7736340002476896,0.9747281466258628,-0.012208787452310478,0.22987629513285954,-0.011173184201491842,0.9779005524861878,0.9779005524861878,1.0,1.333407663504641,181.0,177.0,177.0,185.0,129.0,126.0,8.0,181.0,Plate 0002,plate B 0002.jpg,0.0529
C,7,0.06298567744219231,0.03607733833172732,-0.0033372703921643668,0.028629853382814714,0.016398790150785124,-0.001516941087347408,0.043989058287487906,0.0010076946061015023,0.9725498546977769,1.07372542497864,1.076219685451056,0.030460153498191655,1.0119047619047619,8.531213843995829,0.7228260869565217,183.20753259623362,0.8124186125847132,0.9956931119360523,0.06298567744219231,0.1271781590551152,0.03347889325358234,1.0662650602409638,1.072289156626506,0.9943820224719101,2.1309217092214436,166.0,178.0,177.0,184.0,126.0,133.0,16.0,178.0,Plate 0002,plate B 0002.jpg,0.1251
C,8,0.11216069596743725,0.09837174906582168,0.004590306363107345,0.05098213453065339,0.04471443139355532,0.0020865028923215756,0.07259519410681048,0.005639847383439853,0.9316824160547714,1.0869842358419626,1.1011921152315913,0.08393448175545143,0.9503105590062112,11.864874805373404,0.7554347826086957,186.93849255838134,0.8383788393015514,1.0159700682520725,0.1120064527875553,0.11968951684867275,0.06408345657103642,1.1401273885350318,1.1337579617834395,1.0056179775280898,3.1297377612228026,157.0,178.0,179.0,184.0,125.0,139.0,31.0,179.0,Plate 0002,plate B 0002.jpg,0.1674
C,9,0.03115494370400808,0.043120838576209485,0.0003532822742564473,0.014161338047276326,0.019600381171004284,0.0001605828519346481,0.038478683347165366,0.004149938251793307,1.0277978317074699,1.1123371503629058,1.1230171290769906,0.06385266277798503,0.9364161849710982,1.917486523960548,0.7150537634408602,183.20753259623362,0.8124186125847132,0.9849867343883528,0.031151642107116954,0.15835989649168436,0.03309352470369029,1.0714285714285714,1.0654761904761905,1.005586592178771,1.2131182299070997,168.0,179.0,180.0,186.0,126.0,133.0,16.0,180.0,Plate 0002,plate B 0002.jpg,0.1218
C,10,0.02025183661366744,0.06437908604994326,-0.00505137749589489,0.009205380278939794,0.02926322093179246,-0.0022960806799521803,0.03169665014246456,0.0013677428969322489,1.0671764099095935,1.144366468191148,1.14797615341308,0.07110823131950997,0.935672514619883,-1.2899509594328435,0.7219251336898396,184.66456075814872,0.8198672643969563,0.987511020097052,0.02025183661366744,0.16890356844067336,0.041847041243188436,1.0903614457831325,1.0843373493975903,1.0055555555555555,1.0954493146483195,166.0,180.0,181.0,187.0,126.0,135.0,19.0,181.0,Plate 0002,plate B 0002.jpg,0.123
C,11,0.0389562530701949,0.11574430350451198,-0.006171021530112938,0.01770738775917958,0.052611047047505494,-0.0028050097864148887,0.03227319338879876,-0.00044032894640862186,1.0981982192489206,1.184116021996065,1.1829160612580416,0.10694922803708382,0.9074074074074074,-3.769270855595721,0.7433155080213903,186.93849255838134,0.8383788393015514,0.9996710831999002,0.0389562530701949,0.147694370303693,0.06744867936292259,1.150943396226415,1.1383647798742138,1.011049723756906,1.3850948504806218,159.0,181.0,183.0,187.0,125.0,139.0,31.0,183.0,Plate 0002,plate B 0002.jpg,0.161
D,1,1.5419016587351553,1.6184195725987498,0.048993343622738994,0.7008643903341614,0.7356452602721588,0.02226970164669951,0.6219774117303655,0.012032870193030999,0.23959696864539734,0.9759461623137133,1.0033644991420614,0.9058373168839433,0.5294117647058824,54.280500814995975,1.1604938271604939,222.49719099350446,1.0064800656362616,1.373439450577188,1.5195670574343525,0.04297673729385188,0.6779220603137127,5.387096774193548,5.032258064516129,1.0705128205128205,17.197377467395523,31.0,156.0,167.0,162.0,119.0,188.0,208.0,167.0,Plate 0002,plate B 0002.jpg,0.8841
D,2,-0.0030600582410968257,-0.004010459551966582,0.0019804293169346297,-0.0013909355641348864,-0.0018229361599847648,0.000900195144061164,-0.04960201856739174,-0.005708963147545883,1.1819561825323712,1.0683371268645616,1.054385338015568,0.009275130139787974,0.8685714285714285,1.3254238824745812,0.7162534435261708,182.43903091169938,0.7931499461096552,1.0051737240314016,-0.003058241251906765,0.21800390288122326,0.014492753413148502,1.035294117647059,1.0235294117647058,1.0114942528735633,1.0136424663146515,170.0,174.0,176.0,181.5,128.0,130.0,9.0,176.0,Plate 0002,plate B 0002.jpg,0.0652
D,3,0.2858205203589468,0.24903661300375962,0.007664302884030829,0.12991841834497575,0.11319846045625431,0.003483774038195806,0.10396287043195546,-0.000293676292317982,0.8434510662100537,1.0723003266436366,1.0715754665586232,0.15136215093905483,0.8656716417910447,28.059827344705027,0.8406593406593407,195.0640920313116,0.9016598094799347,1.071780725446767,0.28516484343934784,0.0749438226626804,0.15210355740932754,1.366412213740458,1.3511450381679388,1.0112994350282485,10.654570314914162,131.0,177.0,179.0,182.0,121.0,153.0,70.0,179.0,Plate 0002,plate B 0002.jpg,0.2406
D,4,-0.012195615749538417,-0.05530313155778648,-0.004037344600812225,-0.00554346170433551,-0.025137787071721082,-0.0018351566367328029,-0.014908563821238677,-0.0033806415969153993,1.1043630056926435,1.0754344091056014,1.0670954945639117,-0.026375456389906994,1.0054945054945055,4.503981744351094,0.6827956989247311,180.31361568112376,0.7814766148726883,0.9694280412963643,-0.012195615749538417,0.19999999999999998,-0.006954102824004133,0.9834254143646409,0.988950276243094,0.994413407821229,1.3578860787675728,181.0,179.0,178.0,186.0,128.0,127.0,7.0,181.0,Plate 0002,plate B 0002.jpg,0.0553
D,5,0.01766595759008364,-0.01256957280461635,0.0040718983577414485,0.00802998072276526,-0.0057134421839165304,0.0018508628898824472,0.011175909342129331,0.002063245568037074,1.0261088743117932,1.0478668645608147,1.052856912848199,-0.0028456714404206983,1.0227272727272727,6.657886511094901,0.7032967032967034,181.01933598375618,0.7853981633974483,0.9946117361744845,0.017644403724518885,0.20421965925681126,0.0028653294718434174,1.0057471264367817,1.0057471264367817,1.0,0.6473561795736137,174.0,175.0,175.0,182.0,128.0,128.0,3.0,176.0,Plate 0002,plate B 0002.jpg,0.0848
D,6,-0.008778827055392825,-0.03945331643181216,-0.00029422711087113973,-0.0039903759342694595,-0.017933325650823673,-0.00013373959585062656,0.008450183294066074,0.0014271635868478572,1.0444170498645982,1.06144372189473,1.064937539227373,-0.013520359722796478,1.0497237569060773,4.518669955239233,0.6847826086956522,179.61069010501575,0.7775243103733478,0.9761450549185638,-0.008778827055392825,0.19999999999999998,-0.009817671671561407,0.9777777777777777,0.9833333333333333,0.9943502824858758,1.3971081542109687,180.0,177.0,176.0,184.0,128.0,126.0,7.0,180.0,Plate 0002,plate B 0002.jpg,0.0521
D,7,0.12539416076989376,0.09716403067956465,0.004473316285863203,0.056997345804497265,0.0441654684907112,0.002033325584483322,0.0758650018567806,0.004539386723033938,0.9116077823496523,1.0743199465420534,1.08560797722682,0.06531708357597257,1.0188679245283019,16.099594015057406,0.7554347826086957,186.27130750601393,0.8423706621008334,1.0123440625326843,0.12522610797342992,0.11246377649844042,0.06268656622855871,1.1337579617834395,1.1337579617834395,1.0,4.942317727292438,157.0,178.0,178.0,184.0,124.0,139.0,31.0,178.0,Plate 0002,plate B 0002.jpg,0.1807
D,8,0.13366872266101387,0.11587446919985205,0.007543356313420058,0.06075851030046076,0.05267021327265997,0.0034287983242817285,0.08305954686634864,0.006423646709162338,0.9159764432572272,1.0927484646021424,1.109031423372719,0.06659129833525984,1.0379746835443038,15.399468609943995,0.7621621621621621,187.76847445724215,0.849461322392921,1.0149647267959034,0.13336691241877524,0.12124394132651911,0.07324364613985582,1.1612903225806452,1.1548387096774193,1.005586592178771,4.2744960884316665,155.0,179.0,180.0,185.0,124.0,141.0,36.0,180.0,Plate 0002,plate B 0002.jpg,0.1867
D,9,0.11135224660332776,0.1166197053957833,0.003816353714742265,0.05061465754696714,0.053008956998083306,0.0017347062339737617,0.07276573126831341,0.004651793337963055,0.9549657975956806,1.1171249600130098,1.1291549656054152,0.08926675821045259,0.9874213836477987,10.434843192934096,0.7526881720430108,187.01871564097536,0.8459301831795555,1.0054769658116955,0.11122490453005524,0.11663018609883928,0.07280831986911858,1.1602564102564104,1.1538461538461537,1.0055555555555555,2.970223444888598,156.0,180.0,181.0,186.0,124.0,140.0,34.0,181.0,Plate 0002,plate B 0002.jpg,0.1883
D,10,0.1105232755999423,0.16142374049156322,-0.001078671268565666,0.05023785254542838,0.07337442749616509,-0.0004903051220752561,0.0675777397727266,0.0016234821593697907,0.9700419420618565,1.1291321414352236,1.1333609689659596,0.11003596242905454,1.0067114093959733,7.198335466570484,0.7717391304347826,188.52055590836773,0.852964330833947,1.0245682386324333,0.1105232755999423,0.09976271185047526,0.08675798954706257,1.1933333333333334,1.1866666666666668,1.0056179775280898,2.6053229359250536,150.0,178.0,179.0,184.0,124.0,142.0,40.0,179.0,Plate 0002,plate B 0002.jpg,0.1748
D,11,0.03679427245680787,0.1075218461047793,-0.0019210921983425222,0.016724669298549003,0.0488735664112633,-0.0008732237265193371,0.022844336251846994,-0.0004972816293005722,1.1185221938816232,1.1802831952659618,1.1789325051834305,0.10824469910462041,0.9316770186335404,-3.310053681666915,0.7379679144385026,186.19613314996636,0.8347876230912644,0.9957012467912639,0.03679427245680787,0.14986960752486578,0.06432748443965666,1.14375,1.13125,1.011049723756906,1.439867432764146,160.0,181.0,183.0,187.0,125.0,138.0,29.0,183.0,Plate 0002,plate B 0002.jpg,0.1487
E,1,0.7398779538199253,0.8175693262873233,0.022033203405960128,0.3363081608272387,0.37162242103969234,0.010015092457254543,0.2741664248666923,0.0022034217749545455,0.5537916382231366,1.0358798782655811,1.0411488382394327,0.5019701535990347,0.5802469135802469,41.459707135330774,1.0416666666666667,211.62703040963365,0.973619668702219,1.2596847048192479,0.7350195035511978,0.05181120795997245,0.3903966515574812,2.328767123287671,2.232876712328767,1.0429447852760736,11.5053823836369,73.0,163.0,170.0,168.0,119.0,175.0,146.0,170.0,Plate 0002,plate B 0002.jpg,0.4394
E,2,-0.01584775194000914,-0.016879978500575363,0.00015015015383344082,-0.007203523609094967,-0.007672717500261526,6.82500699243725e-05,-0.04244769729605569,-0.004476605395273649,1.2033862920488567,1.1026405713238834,1.0913331886383815,0.009040651150874206,0.8666666666666667,0.47042437766450007,0.6972972972972973,181.72781845386248,0.7892891943440928,0.9823125321830405,-0.015847038109446158,0.20136500139848745,0.008498583449028563,1.022857142857143,1.0114285714285713,1.0112994350282485,0.7588678603317839,175.0,177.0,179.0,185.0,128.0,129.0,7.0,180.0,Plate 0002,plate B 0002.jpg,0.0633
